SaleID,Date,ProductID,StoreID,CustomerID,Quantity,UnitPrice,TotalAmount,Discount
145,2024-10-16 01:20:01,227,9,2002,2.0,3840.39,7296.74,0.05
146,2023-02-07 06:23:02,184,10,1626,2.0,33480.66,56917.12,0.15
147,2024-12-11 08:14:30,357,5,2504,2.0,16953.78,30516.8,0.1
148,2023-12-20 15:47:26,6,7,1884,1.7263693619673544,2043.52,3527.87,0.0
149,2022-06-15 07:44:14,281,3,3345,2.0,22918.23,45836.46,0.0
150,2024-03-09 18:37:02,492,1,1299,3.705453462612592,6005.15,22251.8,0.0
151,2024-04-20 04:45:42,74,3,3486,3.057754937428644,19364.4,53290.43,0.1
152,2022-12-23 01:05:38,128,5,3665,3.0,18876.68,50967.04,0.1
153,2022-02-07 20:38:33,298,6,2824,1.9923794335234974,20021.01,35900.5,0.1
154,2022-12-28 11:09:47,455,1,2945,1.8330078184040266,447.19,696.75,0.15
155,2024-12-06 00:26:06,143,13,708,3.0,20345.21,54932.07,0.1
156,2022-06-10 14:24:29,261,1,1992,1.4015521225871723,1465.74,2054.31,0.0
157,2022-02-22 05:03:25,352,5,3273,1.0,14366.47,13648.15,0.05
158,2022-06-14 05:52:45,196,13,3202,1.0,7732.18,7345.57,0.05
159,2022-05-02 23:10:34,327,8,2818,2.0,4775.62,9073.68,0.05
160,2022-09-18 05:58:20,397,10,37,1.9396427212498595,7091.33,13754.65,0.0
161,2023-12-21 03:33:30,70,13,2940,1.0,433.88,390.49,0.1
162,2023-02-10 01:44:06,210,5,4947,1.0,75654.51,71871.78,0.05
163,2024-02-07 15:38:01,273,5,427,3.618746052789295,5366.07,17476.6,0.1
164,2022-02-24 00:24:59,427,10,3843,2.0,5298.4,10596.8,0.0
165,2024-10-23 17:01:27,196,6,1810,1.73309647132236,7732.18,12060.55,0.1
166,2023-05-04 08:33:53,231,5,322,1.0,540.91,540.91,0.0
167,2023-03-27 00:32:41,399,4,1770,2.0,21025.19,37845.34,0.1
168,2022-03-30 08:07:02,491,11,2109,2.0,542.38,976.28,0.1
169,2024-11-07 18:08:27,180,13,4110,1.6088209130799291,6309.37,10150.65,0.0
170,2024-07-24 20:22:48,300,12,1766,3.20547207102142,3990.34,12790.92,0.0
171,2024-03-29 01:38:12,12,9,3736,1.0,11925.83,11925.83,0.0
172,2023-05-22 20:08:42,470,6,245,1.2169707036992827,131.83,160.43,0.0
173,2024-09-09 11:52:26,389,8,3907,5.1969797208034665,31034.89,161287.69,0.0
174,2023-09-04 21:08:43,390,4,4273,1.0,22967.84,20671.06,0.1
175,2023-12-12 18:24:23,226,2,535,1.3948365844474209,23048.47,28933.96,0.1
176,2022-03-03 02:14:32,40,1,1262,1.0,7265.02,7265.02,0.0
177,2023-08-14 06:40:30,89,6,300,1.0,13535.01,12858.26,0.05
178,2022-10-16 07:21:19,348,15,3400,1.3616094300250445,15798.38,20435.66,0.05
179,2022-05-11 22:00:29,59,15,4174,1.0,21147.29,17975.2,0.15
180,2023-08-02 06:43:11,414,9,3711,1.0,55396.73,52626.89,0.05
181,2023-01-30 00:39:51,313,8,1758,1.0,928.65,835.78,0.1
182,2023-01-26 16:45:17,210,10,1360,3.9816822045549927,75654.51,301232.22,0.0
183,2023-09-02 14:48:17,63,3,4234,1.9018655260127177,12381.93,20016.45,0.15
184,2023-04-01 13:36:40,368,7,4291,4.362092786614932,37444.15,147001.37,0.1
185,2024-01-12 16:03:44,386,5,1888,1.2316859812788536,24122.23,29711.01,0.0
186,2024-07-31 03:37:32,74,9,519,5.0,19364.4,96822.0,0.0
187,2023-12-26 14:04:42,279,9,1214,1.8501684325245327,15705.23,27604.45,0.05
188,2023-09-13 17:40:57,366,2,1325,1.3832080176289967,20826.43,27366.92,0.05
189,2022-06-14 09:34:04,62,10,3994,2.0,2519.73,4535.51,0.1
190,2024-04-26 17:21:22,228,1,3329,1.3646539481837259,1948.24,2525.74,0.05
191,2023-05-08 12:50:51,159,7,3777,1.9341425398886563,13110.74,22822.24,0.1
192,2024-01-15 02:31:10,373,13,3165,1.0,648.99,551.64,0.15
193,2024-09-08 11:23:56,60,15,2764,1.757022438761605,13671.86,22820.68,0.05
194,2023-03-30 14:26:54,365,3,1528,1.898164626249587,609.7,983.71,0.15
195,2023-01-11 17:30:36,82,2,1957,1.3468363788268618,14913.06,19081.18,0.05
196,2024-02-23 22:06:24,422,7,4512,1.0,9776.57,9287.74,0.05
197,2023-11-09 01:09:10,232,4,4230,1.0,1375.15,1375.15,0.0
198,2023-09-28 22:10:03,260,6,1718,2.0,348.72,697.44,0.0
199,2022-07-18 21:33:12,116,3,3696,1.0,18959.92,18011.92,0.05
200,2023-07-11 07:32:15,249,13,2180,1.0,91291.24,86726.68,0.05
201,2022-03-19 04:42:44,452,12,2613,5.851858863906026,10855.13,53994.29,0.15
202,2022-09-24 01:09:50,118,15,532,1.338940659717504,10164.12,12248.24,0.1
203,2024-02-18 14:19:00,373,1,3238,1.8361864741552631,648.99,1132.08,0.05
204,2023-03-11 20:56:14,341,8,1961,3.2118792781611027,20838.86,60238.71,0.1
205,2023-05-17 13:27:15,290,13,2401,1.5736593980280338,1332.87,2097.48,0.0
206,2022-05-16 01:40:54,471,15,3266,1.0,14464.14,14464.14,0.0
207,2024-04-28 04:01:53,75,2,3741,1.5392134200122087,27073.33,37504.47,0.1
208,2024-09-22 22:51:26,483,11,2983,1.4424805658182673,6403.23,8774.71,0.05
209,2022-05-09 09:09:15,205,1,1717,1.0,9565.87,9087.58,0.05
210,2024-02-23 09:50:45,276,2,1584,1.0,41523.85,41523.85,0.0
211,2023-06-15 02:20:20,433,11,3338,3.0,13480.63,38419.8,0.05
212,2023-01-08 15:47:42,259,9,3959,1.5849365656376837,9116.01,13003.47,0.1
213,2024-03-10 07:26:08,453,4,1102,1.4876655483141212,1458.38,2169.58,0.0
214,2022-04-15 11:39:21,380,6,341,1.57657078767643,24084.31,37970.62,0.0
215,2024-10-12 04:24:58,74,10,488,1.6875153764184003,19364.4,31043.84,0.05
216,2022-10-05 05:17:17,112,5,3584,1.0,18181.67,15454.42,0.15
217,2023-02-17 10:41:42,449,10,3318,1.9630060183617986,24002.25,40049.08,0.15
218,2023-01-15 08:55:35,435,12,4740,7.238173756156428,19942.4,137129.23,0.05
219,2024-05-22 04:46:03,154,10,2167,1.0,5778.98,5201.08,0.1
220,2024-12-03 11:36:58,392,11,2089,1.9251656289191992,407.07,666.13,0.15
221,2022-11-08 18:58:31,138,9,4773,8.148790721678695,2872.89,21069.52,0.1
222,2022-05-17 01:20:07,187,14,3585,1.0,524.25,498.04,0.05
223,2022-06-12 03:51:46,106,13,265,4.5130805694517715,4140.65,15884.02,0.15
224,2023-02-25 00:39:37,345,8,2000,1.4265805982062034,4486.93,6400.97,0.0
225,2022-06-15 15:45:56,313,1,897,3.169350934886213,928.65,2943.22,0.0
226,2022-01-06 15:02:00,305,12,3984,5.315672090099904,96620.32,513601.94,0.0
227,2022-03-07 18:35:42,99,1,2420,1.9329055499412169,4768.72,8756.61,0.05
228,2024-07-22 08:18:45,61,13,1246,1.0,34441.1,30996.99,0.1
229,2024-12-08 02:02:19,162,3,3043,7.137179654248842,20973.03,142203.87,0.05
230,2023-06-21 02:07:21,170,2,4501,1.0,8862.38,8862.38,0.0
231,2023-12-25 06:40:06,336,12,3164,2.0,3882.64,7765.28,0.0
232,2024-04-03 16:11:26,354,1,366,1.5157197592883862,6754.08,9725.43,0.05
233,2022-09-05 06:49:47,44,15,2846,2.0,13921.94,27843.88,0.0
234,2024-06-20 19:51:25,462,14,708,5.784994641329019,37152.74,193435.56,0.1
235,2023-02-20 14:15:51,31,15,3637,1.2569874847459053,28224.98,35478.45,0.0
236,2024-11-16 08:20:59,171,7,1574,1.9939779753780558,13674.58,27266.81,0.0
237,2022-05-19 04:55:24,139,12,3321,1.0,6507.93,6507.93,0.0
238,2024-12-10 13:42:48,66,6,687,1.3298899066104184,21997.73,24866.38,0.15
239,2024-12-25 14:57:55,455,14,1084,11.794065007755462,447.19,5274.19,0.0
240,2024-08-21 02:56:25,94,3,3288,2.0,1215.66,2066.62,0.15
241,2024-07-27 14:56:17,321,5,1642,1.4788629502630732,13166.01,17523.65,0.1
242,2023-12-30 05:48:10,242,2,4561,11.955886571523104,164286.8,1964194.35,0.0
243,2023-09-23 03:54:16,17,8,2862,2.492327387939767,4533.01,11297.74,0.0
244,2023-05-10 11:50:07,252,8,1225,1.5392322703341497,186939.86,273356.67,0.05
245,2024-12-15 07:36:10,259,14,4982,3.164360893184037,9116.01,25961.71,0.1
246,2023-01-01 09:39:01,74,1,4870,1.4891314305719894,19364.4,28836.14,0.0
247,2022-03-23 21:37:35,74,2,2881,1.0,19364.4,17427.96,0.1
248,2024-10-17 20:44:42,490,11,3708,1.7325405099709839,3227.43,5312.07,0.05
249,2023-02-10 14:26:36,46,4,1628,1.6843485084502146,7564.13,12740.63,0.0
250,2024-03-25 06:08:22,35,6,2795,1.0,10869.06,10869.06,0.0
251,2022-09-12 11:37:31,55,8,3839,4.1937955248740195,3534.81,14824.27,0.0
252,2023-12-08 03:02:05,341,12,4299,2.0,20838.86,37509.95,0.1
253,2024-12-13 04:03:57,440,14,875,1.0,12525.26,12525.26,0.0
254,2022-08-01 16:05:35,467,3,4114,1.293384514874054,7212.86,8396.1,0.1
255,2022-05-20 04:45:35,62,6,2319,2.0,2519.73,5039.46,0.0
256,2023-06-08 02:29:38,327,3,3585,1.0,4775.62,4536.84,0.05
257,2023-06-26 21:22:57,113,5,4858,1.0,22016.27,22016.27,0.0
258,2022-03-14 18:22:18,308,9,4881,1.9793164724170902,7000.94,13164.22,0.05
259,2022-10-23 01:19:57,313,1,3664,1.9279593180943921,928.65,1790.4,0.0
260,2024-07-05 21:22:53,300,12,3809,2.0,3990.34,7182.61,0.1
261,2024-09-17 15:48:23,195,3,2233,1.5414971783928348,25559.45,35459.84,0.1
262,2023-11-05 05:56:13,448,13,3256,3.2010349150619914,18297.22,58570.04,0.0
263,2024-12-25 19:49:19,359,8,168,1.909320708410672,201837.38,327566.45,0.15
264,2024-02-21 08:22:27,88,6,1741,1.0,7363.48,6627.13,0.1
265,2022-02-12 05:18:23,351,3,927,3.603939603285795,1874.77,6080.9,0.1
266,2022-07-12 01:41:54,473,14,979,1.0,8683.46,8249.29,0.05
267,2022-04-19 19:14:38,267,15,94,1.2874192573796523,12175.81,14891.6,0.05
268,2023-09-28 17:06:05,473,12,2533,1.8380271574520637,8683.46,13566.37,0.15
269,2024-05-13 01:45:59,319,9,1581,3.0,16384.1,49152.3,0.0
270,2022-08-17 05:22:57,242,4,4017,3.0,164286.8,468217.38,0.05
271,2022-04-28 20:40:58,266,13,1369,1.7986322009442461,17398.96,29729.61,0.05
272,2024-04-19 13:34:58,210,11,2409,1.2051362454117862,75654.51,91173.99,0.0
273,2023-12-07 08:11:03,175,10,3887,1.0,14674.88,13207.39,0.1
274,2023-01-30 19:06:05,240,1,3494,2.554993058083552,51425.06,131390.67,0.0
275,2022-02-26 08:20:14,394,2,3138,3.068543368875527,45072.39,138306.58,0.0
276,2023-08-28 04:46:21,338,9,1663,1.0,10122.55,9616.42,0.05
277,2023-02-05 06:44:02,13,14,2392,1.5447596738972322,15096.7,23320.77,0.0
278,2024-06-02 10:47:45,26,13,3391,4.04736009306992,23714.97,81585.57,0.15
279,2022-08-28 18:58:20,420,9,4579,3.1783540151355782,45408.41,137107.8,0.05
280,2022-09-20 05:19:11,478,8,4190,1.0,2923.65,2777.47,0.05
281,2022-03-02 20:07:57,443,2,1073,1.653673707332435,911.12,1506.7,0.0
282,2023-12-03 05:16:28,175,9,851,1.360752678269041,14674.88,17971.99,0.1
283,2023-01-21 08:40:14,427,1,2567,3.6946858019729216,5298.4,18597.13,0.05
284,2023-08-04 04:17:13,500,14,823,1.0,21906.92,21906.92,0.0
285,2024-10-19 19:53:51,416,9,3300,1.8972924376058125,1072.23,1932.62,0.05
286,2024-09-08 13:30:02,452,3,3582,1.9303771235014286,10855.13,18859.05,0.1
287,2023-07-29 19:46:58,348,4,632,1.7091469118960267,15798.38,27001.75,0.0
288,2023-09-03 09:00:39,104,3,3664,2.537131302091223,1368.31,3471.58,0.0
289,2022-07-18 00:14:11,430,11,2089,2.0,6350.62,10796.05,0.15
290,2022-02-28 15:52:29,42,3,3448,1.2237333213427448,200492.06,233081.37,0.05
291,2022-07-23 18:47:47,192,5,3996,1.5881554822492872,2639.77,4192.37,0.0
292,2024-12-01 20:17:19,351,13,1437,3.6228157829235164,1874.77,6452.35,0.05
293,2024-10-09 13:11:30,362,2,1977,1.9641709864570298,14298.4,28084.5,0.0
294,2022-07-16 21:43:32,399,11,4966,3.662731468529926,21025.19,69308.66,0.1
295,2024-06-28 22:42:36,31,15,936,1.0,28224.98,23991.23,0.15
296,2023-01-27 08:28:49,195,1,1484,1.0,25559.45,23003.5,0.1
297,2024-06-14 08:54:19,290,11,3144,1.0,1332.87,1266.23,0.05
298,2023-03-15 11:21:21,164,14,785,1.616059297245126,12677.68,19463.49,0.05
299,2023-07-29 23:52:57,143,7,2803,1.4126686390169165,20345.21,25866.94,0.1
300,2022-05-29 20:11:39,108,13,2505,3.6110586206558937,4628.85,16715.05,0.0
301,2022-10-28 16:12:08,47,13,4676,1.469240161006362,1674.77,2337.61,0.05
302,2024-09-09 04:57:45,164,13,615,1.0,12677.68,12043.8,0.05
303,2022-04-21 11:59:06,143,8,3895,1.4521790433934163,20345.21,29544.89,0.0
304,2024-07-20 09:35:56,472,14,2685,2.9779370029578005,4348.19,12301.2,0.05
305,2024-04-22 16:24:19,464,4,3828,5.065941740105894,2420.41,11648.57,0.05
306,2024-06-19 16:55:26,475,15,3182,1.898461945833297,15350.37,29142.09,0.0
307,2023-03-03 08:43:53,396,4,1775,1.0,22240.6,18904.51,0.15
308,2024-10-29 14:10:38,97,5,1428,1.896433208574702,7602.59,13696.91,0.05
309,2024-09-17 11:31:52,293,4,532,7.47334770889212,707.45,4758.32,0.1
310,2024-10-24 04:24:39,97,15,2615,1.0,7602.59,6462.2,0.15
311,2024-03-27 19:02:34,489,7,406,5.193262526250011,1100.42,5143.29,0.1
312,2023-04-26 05:12:40,74,9,377,1.0,19364.4,18396.18,0.05
313,2024-01-18 12:31:58,453,10,4490,3.602303586185595,1458.38,4990.85,0.05
314,2024-09-02 07:31:05,463,4,1264,1.0,1592.19,1512.58,0.05
315,2024-12-21 21:12:46,9,1,899,6.99579166552725,1281.76,7621.89,0.15
316,2024-11-18 18:14:10,259,5,502,1.6119312012977993,9116.01,13959.66,0.05
317,2024-11-01 01:09:23,454,14,3141,5.0,7515.64,33820.38,0.1
318,2022-03-07 07:35:08,307,11,1993,1.0,1285.83,1221.54,0.05
319,2024-01-01 20:23:54,358,11,2382,1.9535501647747697,5460.91,10134.75,0.05
320,2022-04-12 17:25:46,470,10,3764,1.7070218405735826,131.83,202.53,0.1
321,2024-02-09 05:23:21,272,3,4781,1.0,134.85,128.11,0.05
322,2023-01-09 16:54:09,301,2,4949,1.7886504252286266,980.15,1490.17,0.15
323,2022-01-29 06:08:32,137,2,1312,1.3868469214842498,5585.75,6971.92,0.1
324,2024-11-01 02:50:58,217,8,3246,2.0,4561.34,9122.68,0.0
325,2022-10-11 21:08:59,238,1,2637,1.0,14536.89,13810.05,0.05
326,2022-05-14 11:41:05,305,14,1238,1.4786671663994566,96620.32,135725.83,0.05
327,2023-07-08 15:49:12,282,13,2478,5.859546266749701,13218.15,69707.13,0.1
328,2023-09-20 12:37:55,492,8,3767,1.726671206099391,6005.15,10368.92,0.0
